,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
1384,151040,INF917K01FW8,-,HSBC Infrastructure Fund - Direct Growth,48.1234,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1385,151039,INF917K01E52,INF917K01FU2,HSBC Infrastructure Fund - Direct IDCW,37.7428,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1386,151037,INF917K01536,-,HSBC Infrastructure Fund - Regular Growth,42.9328,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1387,151038,INF917K01544,INF917K01551,HSBC Infrastructure Fund - Regular IDCW,33.8988,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1388,109445,INF109K01BU5,-,ICICI Prudential Banking and Financial Services Fund -  Growth,122.24,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1389,109446,INF109K01DY3,INF109K01BV3,ICICI Prudential Banking and Financial Services Fund -  IDCW,28.45,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1390,120244,INF109K013J1,-,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,137.3,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1391,120245,INF109K011J5,INF109K012J3,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW,68.17,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1392,146951,INF109KC1YD4,-,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,24.77,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1393,146949,INF109KC1YF9,-,ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option,17.52,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1394,146950,INF109KC1YA0,-,ICICI Prudential Bharat Consumption Fund - Growth Option,23.11,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1395,146952,INF109KC1YC6,-,ICICI Prudential Bharat Consumption Fund - IDCW Option,16.0,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1396,148651,INF109KC1P24,-,ICICI Prudential Business Cycle Fund Direct Plan Growth,23.36,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1397,148652,INF109KC1P40,INF109KC1P32,ICICI Prudential Business Cycle Fund Direct Plan IDCW,18.36,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1398,148653,INF109KC1O90,-,ICICI Prudential Business Cycle Fund Growth,22.18,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1399,148654,INF109KC1P16,INF109KC1P08,ICICI Prudential Business Cycle Fund IDCW,17.22,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1400,147662,INF109KC1F91,-,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,41.69,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1401,147664,INF109KC1G09,-,ICICI Prudential Commodities Fund - Direct Plan - IDCW Option,29.64,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1402,147661,INF109KC1F67,-,ICICI Prudential Commodities Fund - Growth Option,38.73,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1403,147663,INF109KC1F75,-,ICICI Prudential Commodities Fund - IDCW Option,26.92,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1404,152728,INF109KC12W6,-,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth,9.45,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1405,152729,INF109KC13W4,INF109KC14W2,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW,9.45,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1406,152726,INF109KC15W9,-,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth,9.37,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1407,152727,INF109KC16W7,INF109KC17W5,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW,9.37,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1408,153070,INF109KC10Y6,-,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,9.86,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1409,153071,INF109KC12Y2,INF109KC11Y4,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW,9.86,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1410,153069,INF109KC17X3,-,ICICI Prudential Equity Minimum Variance Fund - Growth,9.82,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1411,153068,INF109KC19X9,INF109KC18X1,ICICI Prudential Equity Minimum Variance Fund - IDCW,9.82,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1412,148516,INF109KC1O09,-,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,21.85,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1413,148515,INF109KC1O25,INF109KC1O17,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW,16.68,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1414,148517,INF109KC1N75,-,ICICI Prudential ESG Exclusionary Strategy Fund - Growth,20.57,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1415,148514,INF109KC1N91,INF109KC1N83,ICICI Prudential ESG Exclusionary Strategy Fund - IDCW,15.5,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1416,120688,INF109K01W25,-,ICICI Prudential Exports & Services Fund - Direct Plan - Growth,165.94,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1417,120687,INF109K01W09,INF109K01W17,ICICI Prudential Exports & Services Fund - Direct Plan - IDCW,73.7,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1418,103312,INF109K01BB5,-,ICICI Prudential Exports & Services Fund - Growth,152.63,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1419,103313,INF109K01FL5,INF109K01BA7,ICICI Prudential Exports & Services Fund - IDCW,37.53,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1420,120587,INF109K01Z14,-,ICICI Prudential FMCG Fund - Direct Plan -  Growth,500.27,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Fmcg
1421,120588,INF109K01Y98,INF109K01Z06,ICICI Prudential FMCG Fund - Direct Plan -  IDCW,164.24,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Fmcg
1422,100352,INF109K01415,-,ICICI Prudential FMCG Fund - Growth,454.96,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Fmcg
1423,100351,INF109K01EO2,INF109K01423,ICICI Prudential FMCG Fund - IDCW,84.09,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Fmcg
1424,150310,INF109KC10C2,-,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth,16.46,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1425,150311,INF109KC11C0,INF109KC12C8,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW,15.13,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1426,150308,INF109KC17B9,-,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth,15.82,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1427,150309,INF109KC18B7,INF109KC19B5,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW,14.5,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1428,145896,INF109KC1RE6,-,ICICI Prudential India Opportunities Fund - Cumulative Option,33.06,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1429,145897,INF109KC1RH9,-,ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option,35.9,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1430,145898,INF109KC1RI7,-,ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option,23.98,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1431,145899,INF109KC1RF3,-,ICICI Prudential India Opportunities Fund - IDCW Option,21.38,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1432,120621,INF109K018M4,-,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,192.61,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1433,120622,INF109K016M8,INF109K017M6,ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW,44.46,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1434,103149,INF109K01AV5,-,ICICI Prudential Infrastructure Fund - Growth,177.92,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1435,103150,INF109K01FB6,INF109K01AT9,ICICI Prudential Infrastructure Fund - IDCW,27.44,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1436,151580,INF109KC12T2,-,ICICI Prudential Innovation Fund - Direct Plan - Growth,17.03,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1437,151578,INF109KC13T0,INF109KC14T8,ICICI Prudential Innovation Fund - Direct Plan - IDCW,15.64,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1438,151579,INF109KC19S9,-,ICICI Prudential Innovation Fund - Growth,16.65,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1439,151581,INF109KC10T6,INF109KC11T4,ICICI Prudential Innovation Fund - IDCW,15.26,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1440,145077,INF109KC1LG4,-,ICICI Prudential Manufacturing Fund - Cumulative Option,31.13,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1441,145075,INF109KC1LJ8,-,ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option,33.41,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1442,145076,INF109KC1LK6,-,ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option,21.68,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1443,145078,INF109KC1LH2,-,ICICI Prudential Manufacturing Fund - IDCW Option,19.63,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1444,147346,INF109KC1D93,-,ICICI Prudential MNC Fund - Direct Plan - Growth Option,27.91,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1445,147347,INF109KC1E01,-,ICICI Prudential MNC Fund - Direct Plan - IDCW Option,18.25,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1446,147345,INF109KC1D69,-,ICICI Prudential MNC Fund - Growth Option,25.86,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1447,147348,INF109KC1D77,-,ICICI Prudential MNC Fund - IDCW Option,16.45,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1448,143873,INF109KC1GE9,-,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option,36.11,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1449,143874,INF109KC1GH2,-,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option,38.81,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1450,143876,INF109KC1GJ8,-,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option,25.33,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1451,143875,INF109KC1GG4,-,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option,22.97,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1452,150539,INF109KC12I5,-,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,20.34,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1453,150541,INF109KC13I3,INF109KC14I1,ICICI Prudential PSU Equity Fund - Direct Plan - IDCW,18.69,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1454,150538,INF109KC19H2,-,ICICI Prudential PSU Equity Fund - Growth,19.6,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1455,150540,INF109KC10I9,INF109KC11I7,ICICI Prudential PSU Equity Fund - IDCW,17.96,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1456,148600,INF109KC1O66,-,ICICI Prudential Quant Fund Direct Plan Growth,21.96,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1457,148601,INF109KC1O82,INF109KC1O74,ICICI Prudential Quant Fund Direct Plan IDCW,15.43,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1458,148598,INF109KC1O33,-,ICICI Prudential Quant Fund Growth,21.35,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1459,148599,INF109KC1O58,INF109KC1O41,ICICI Prudential Quant Fund IDCW,14.9,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1460,153184,INF109KC12Z9,-,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,10.12,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Rural
1461,153182,INF109KC14Z5,INF109KC13Z7,ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW,10.12,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Rural
1462,153181,INF109KC19Y7,-,ICICI Prudential Rural Opportunities Fund - Growth,10.1,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Rural
1463,153183,INF109KC11Z1,INF109KC10Z3,ICICI Prudential Rural Opportunities Fund - IDCW,10.1,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Rural
1464,120594,INF109K01Z48,-,ICICI Prudential Technology Fund - Direct Plan -  Growth,206.76,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1465,120595,INF109K01Z22,INF109K01Z30,ICICI Prudential Technology Fund - Direct Plan -  IDCW,132.23,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1466,100363,INF109K01506,-,ICICI Prudential Technology Fund - Growth,186.4,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1467,115294,INF109K01FO9,INF109K01514,ICICI Prudential Technology Fund - IDCW,64.23,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1468,150685,INF109KC12K1,-,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth,16.98,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1469,150687,INF109KC13K9,INF109KC14K7,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW,15.66,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1470,150684,INF109KC19J8,-,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth,16.43,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1471,150686,INF109KC10K5,INF109KC11K3,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW,15.12,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1472,120186,INF109K01Z71,-,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,66.17,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500 International
1473,120185,INF109K01Z55,INF109K01Z63,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW,66.17,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500 International
1474,117620,INF109K01E35,-,ICICI Prudential US Bluechip Equity Fund - Growth,59.41,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500 International
1475,117619,INF109K01E43,INF109K01E50,ICICI Prudential US Bluechip Equity Fund - IDCW,59.41,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500 International
1476,153291,INF205KA1AI8,-,Invesco India Business Cycle Fund - Direct Plan - Growth,10.51,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1477,153290,INF205KA1AJ6,INF205KA1AK4,Invesco India Business Cycle Fund - Direct Plan - IDCW,10.51,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1478,153288,INF205KA1AF4,-,Invesco India Business Cycle Fund - Growth,10.49,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1479,153289,INF205KA1AG2,INF205KA1AH0,Invesco India Business Cycle Fund - IDCW,10.49,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1480,148751,INF205KA1338,-,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,17.32,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
